id_aluno,ano_ref,fase,idade,defasagem,ida,ieg,iaa,ips,ipp,ipv,ian,matematica,portugues,ingles,risco_defasagem_futuro
655,2023,2,13,-1,8.3,9.9,7.4,7.52,9.166666667,8.896666667,5.0,7.2,9.3,,1
656,2022,1,11,-1,6.3,7.5,7.4,5.6,,7.5,5.0,5.0,7.5,,0
656,2023,2,12,-1,7.3,8.9,0.0,7.52,8.541666667,7.173333333,5.0,5.8,8.8,,1
657,2022,1,12,-2,9.0,9.8,9.5,7.5,,7.5,5.0,9.0,9.0,,1
657,2023,2,13,-1,8.2,10.0,8.5,7.52,8.75,8.73,5.0,7.0,9.3,,1
658,2022,1,10,-1,5.6,9.3,10.0,7.5,,7.917,5.0,4.7,6.5,,0
658,2023,2,11,0,6.1,9.5,9.5,7.52,7.916666667,9.173333333,10.0,5.3,6.8,,1
659,2022,1,10,-1,9.3,7.8,8.0,7.5,,8.333,5.0,9.5,9.0,,1
660,2022,1,9,0,6.9,9.0,9.5,7.5,,9.083,10.0,5.8,8.0,,1
661,2022,1,11,-1,7.8,8.3,9.0,7.5,,7.917,5.0,8.3,7.3,,1
661,2023,2,12,0,6.5,7.7,0.0,6.89,7.5,7.836666667,10.0,4.3,8.7,,1
662,2022,1,11,-1,6.8,8.8,9.0,7.5,,6.083,5.0,5.7,7.8,,1
662,2023,2,12,-1,6.7,7.6,6.8,6.27,7.291666667,6.72,5.0,4.3,9.0,,1
663,2022,1,10,-1,5.8,8.7,6.9,7.5,,5.25,5.0,5.0,6.5,,1
663,2023,1,11,-1,7.0,7.4,6.9,7.52,6.666666667,7.393333333,5.0,6.7,7.3,,1
664,2022,1,10,-1,6.3,8.8,9.5,7.5,,7.167,5.0,5.0,7.5,,0
664,2023,1,11,-1,8.0,9.6,9.0,7.52,7.916666667,8.116666667,5.0,8.0,8.0,,1
665,2022,1,11,-1,6.8,7.4,9.0,7.5,,7.25,5.0,6.5,7.0,,1
665,2023,1,12,-1,5.2,4.9,9.5,2.52,8.28125,8.226666667,5.0,5.0,5.3,,1
666,2022,1,10,-1,7.8,9.1,9.5,7.5,,8.833,5.0,8.0,7.5,,1
666,2023,2,11,0,7.1,9.1,9.5,7.52,8.541666667,9.62,10.0,6.7,7.5,,1
667,2022,1,11,-1,4.5,5.6,8.5,7.5,,5.833,5.0,3.7,5.3,,0
667,2023,2,12,-1,5.2,6.9,9.0,6.89,7.083333333,7.836666667,5.0,3.0,7.3,,1
668,2022,1,11,-1,2.8,3.3,6.9,7.5,,3.75,5.0,2.8,2.8,,0
668,2023,2,12,-1,3.4,6.3,6.3,7.52,6.875,7.616666667,5.0,2.7,4.0,,1
669,2022,1,11,-1,6.0,9.7,9.0,7.5,,7.833,5.0,5.0,7.0,,1
669,2023,2,12,0,5.0,7.8,8.5,7.52,7.708333333,7.06,10.0,3.3,6.7,,1
670,2022,1,10,-1,6.9,8.8,8.0,7.5,,8.167,5.0,6.5,7.3,,1
670,2023,2,11,0,7.0,8.7,9.5,7.52,8.958333333,9.343333333,10.0,5.8,8.2,,0
671,2022,0,9,-1,8.8,8.2,8.5,8.1,,7.417,5.0,8.8,8.8,,1
671,2023,0,10,-2,7.8,8.3,7.9,3.14,5.625,5.68,5.0,8.0,7.5,,1
672,2022,0,9,-1,8.8,8.5,8.5,8.1,,6.75,5.0,8.5,9.1,,1
672,2023,0,10,-2,6.4,9.5,7.9,2.52,5.625,6.43,5.0,6.0,6.7,,1
673,2022,0,8,0,9.2,9.2,8.5,8.1,,8.583,10.0,9.4,8.9,,1
674,2022,0,8,0,8.0,8.7,9.5,8.1,,6.333,10.0,8.9,7.0,,1
674,2023,0,9,-1,5.2,8.5,7.9,3.77,5.0,8.67,5.0,5.3,5.0,,1
675,2022,0,8,0,7.4,6.6,10.0,8.1,,7.083,10.0,8.8,5.9,,0
675,2023,0,9,0,8.3,8.0,10.0,7.52,6.875,8.34,10.0,8.5,8.0,,1
676,2022,0,9,-1,9.3,8.6,8.5,8.1,,8.167,5.0,9.5,9.1,,1
677,2022,0,8,0,7.3,9.4,10.0,7.5,,8.583,10.0,7.7,6.8,,1
677,2023,0,9,-1,8.7,8.2,10.0,10.0,6.875,9.84,5.0,9.0,8.3,,1
678,2022,0,9,-1,7.3,10.0,9.0,6.9,,9.5,5.0,7.5,7.0,,1
678,2023,1,10,-1,7.3,8.8,8.0,6.27,7.65625,8.336666667,5.0,6.8,7.7,,1
679,2022,0,10,-2,6.3,8.2,9.0,7.5,,7.833,5.0,6.7,5.8,,1
679,2023,1,11,-1,3.6,7.5,7.5,5.02,6.875,7.393333333,5.0,2.0,5.2,,1
680,2022,0,10,-2,7.4,8.8,9.5,7.5,,7.75,5.0,8.0,6.8,,1
680,2023,1,11,-1,6.4,9.1,0.0,7.52,6.875,7.78,5.0,5.2,7.5,,1
681,2022,0,10,-2,6.5,8.5,8.5,6.9,,8.0,5.0,6.5,6.5,,1
681,2023,0,11,-2,8.3,7.8,0.0,3.77,5.625,8.18,5.0,8.8,7.8,,1
682,2022,0,11,-2,7.0,9.1,9.5,7.5,,8.083,5.0,7.0,7.0,,1
683,2022,0,10,-2,4.0,5.0,7.9,7.5,,8.083,5.0,8.0,0.0,,1
684,2022,0,7,0,9.3,7.5,9.5,8.1,,7.917,10.0,9.0,9.6,,1
684,2023,0,8,0,6.5,8.1,9.0,7.52,6.875,5.84,10.0,8.3,4.7,,1
685,2022,0,9,-1,8.0,6.2,9.0,5.0,,7.833,5.0,8.0,8.0,,1
686,2022,0,9,-1,8.8,8.6,7.5,8.1,,8.083,5.0,9.2,8.5,,1
686,2023,1,10,-1,8.0,9.0,8.5,7.52,7.5,8.56,5.0,7.3,8.7,,1
687,2022,0,9,-1,8.3,9.0,8.5,8.1,,8.0,5.0,9.0,7.5,,1
687,2023,1,10,-1,6.9,9.0,8.0,7.52,7.5,8.226666667,5.0,6.7,7.0,,0
688,2022,0,9,-1,7.9,9.7,8.5,7.5,,7.917,5.0,8.0,7.8,,1
688,2023,1,10,-1,8.6,9.3,8.5,7.52,7.5,8.06,5.0,8.2,9.0,,1
689,2022,0,9,-1,5.8,7.9,7.4,5.6,,6.667,5.0,6.0,5.5,,1
690,2022,0,9,-1,7.0,9.5,9.5,7.5,,7.417,5.0,7.2,6.8,,1
690,2023,0,10,-2,9.1,9.8,9.0,6.89,7.5,10.01,5.0,9.3,8.8,,1
691,2022,0,8,0,9.4,9.2,10.0,8.1,,7.917,10.0,9.6,9.3,,1
692,2022,0,9,-1,6.9,8.9,9.5,8.1,,7.917,5.0,7.0,6.8,,1
692,2023,1,10,-1,4.6,7.7,7.4,7.52,6.666666667,7.39,5.0,2.8,6.3,,1
693,2022,0,7,0,5.7,9.8,9.5,8.1,,7.667,10.0,5.0,6.3,,1
693,2023,0,8,0,8.5,9.4,10.0,6.89,7.5,10.01,10.0,8.2,8.7,,1
694,2022,0,8,0,8.1,9.0,10.0,8.1,,7.917,10.0,8.2,8.0,,1
695,2022,0,8,0,2.5,3.1,9.0,7.5,,2.5,10.0,2.2,2.8,,1
696,2022,0,9,-1,6.6,9.0,8.5,7.5,,8.167,5.0,6.5,6.7,,0
696,2023,1,10,0,6.7,9.4,0.0,5.02,7.5,8.503333333,10.0,5.2,8.2,,1
697,2022,0,11,-2,8.4,9.3,7.0,7.5,,8.083,5.0,8.8,8.0,,1
698,2022,0,9,-1,8.1,9.8,9.0,2.5,,8.083,5.0,8.0,8.2,,1
698,2023,1,10,0,5.7,9.9,8.5,2.52,7.1875,8.113333333,10.0,4.3,7.0,,1
699,2022,0,9,-1,7.1,9.2,5.2,7.5,,6.0,5.0,7.5,6.7,,1
699,2023,1,10,-1,6.0,8.3,8.5,3.77,5.78125,6.173333333,5.0,5.7,6.2,,1
700,2022,0,9,-1,9.2,8.7,9.0,7.5,,7.083,5.0,9.2,9.2,,1
700,2023,0,10,-1,7.8,9.7,9.5,7.52,6.25,9.84,5.0,7.5,8.0,,1
701,2022,0,10,-2,8.7,9.3,9.0,7.5,,7.417,5.0,8.7,8.7,,1
701,2023,0,11,-2,7.2,9.9,9.5,3.77,6.25,7.68,5.0,7.3,7.0,,1
702,2022,0,8,0,6.8,8.6,10.0,5.0,,7.0,10.0,7.0,6.7,,1
702,2023,0,9,-1,9.3,10.0,10.0,5.63,7.5,7.833333333,5.0,9.3,9.3,,1
703,2022,0,10,-2,5.1,7.4,7.5,5.0,,6.833,5.0,5.3,4.8,,1
703,2023,0,11,-2,4.6,8.4,9.5,3.14,6.875,6.16,5.0,4.8,4.3,,1
704,2022,0,10,-2,7.2,8.6,9.0,5.0,,6.583,5.0,7.7,6.6,,1
704,2023,0,11,-2,6.1,9.9,10.0,3.14,5.625,6.265,5.0,6.5,5.7,,1
705,2022,0,10,-2,7.1,6.2,9.5,7.5,,6.333,5.0,7.0,7.2,,0
705,2023,0,11,-2,8.8,8.3,0.0,6.89,7.5,8.165,5.0,8.9,8.6,,1
706,2022,0,10,-2,9.1,6.7,9.5,7.5,,8.417,5.0,9.1,9.1,,1
706,2023,0,11,-2,7.3,7.8,9.0,4.39,6.875,8.08,5.0,6.7,7.8,,1
707,2022,0,10,-2,8.5,8.1,10.0,6.9,,8.083,5.0,8.8,8.2,,1
707,2023,1,11,-1,6.5,9.8,0.0,3.77,7.916666667,7.946666667,5.0,5.5,7.5,,1
708,2022,0,9,-1,7.3,8.4,8.0,7.5,,7.583,5.0,7.1,7.6,,0
708,2023,0,10,-1,9.2,9.8,0.0,7.52,8.125,8.28,5.0,8.8,9.5,,1
709,2022,0,10,-2,2.3,3.5,9.5,7.5,,7.083,5.0,2.3,2.3,,0
709,2023,0,11,-2,4.9,7.9,10.0,7.52,5.625,6.59,5.0,5.5,4.3,,0
710,2022,0,10,-2,6.9,8.9,9.5,5.0,,8.0,5.0,7.0,6.8,,1
710,2023,1,11,-1,6.5,9.0,9.5,3.77,7.083333333,7.113333333,5.0,5.7,7.3,,1
711,2022,0,9,-1,3.5,7.9,9.0,6.3,,6.0,5.0,4.0,3.0,,1
712,2022,0,11,-2,8.0,5.1,8.0,5.0,,5.833,5.0,8.7,7.3,,1
712,2023,1,12,-2,6.7,5.6,9.5,3.14,7.5,6.836666667,5.0,5.5,7.8,,0
713,2022,0,9,-1,7.8,8.7,10.0,7.5,,7.25,5.0,8.0,7.7,,1
713,2023,1,10,-1,7.5,9.6,8.0,3.77,6.875,8.166666667,5.0,6.7,8.2,,1
714,2022,0,11,-2,8.0,6.9,9.0,5.6,,7.25,5.0,8.5,7.5,,1
714,2023,1,12,-2,7.4,8.0,0.0,3.14,7.5,7.223333333,5.0,6.7,8.0,,1
715,2022,0,9,-1,4.9,8.7,8.5,4.4,,7.917,5.0,4.8,5.0,,1
715,2023,0,10,-2,5.4,9.5,0.0,3.14,5.625,7.675,5.0,4.5,6.3,,1
716,2022,0,9,-1,6.7,8.1,8.9,7.5,,5.417,5.0,7.3,6.0,,1
716,2023,1,10,-1,5.6,8.7,9.0,3.77,6.875,7.443333333,5.0,5.0,6.2,,1
717,2022,0,10,-2,5.4,7.3,9.0,7.5,,7.917,5.0,5.0,5.8,,0
717,2023,1,11,-1,5.9,8.5,0.0,7.52,8.125,8.446666667,5.0,5.5,6.3,,1
718,2022,0,8,0,9.2,8.9,8.0,6.3,,7.417,10.0,9.2,9.2,,1
718,2023,1,9,0,7.8,9.1,9.5,3.77,7.916666667,8.39,10.0,6.3,9.2,,0
719,2022,0,10,-2,4.2,4.6,9.0,7.5,,6.083,5.0,5.0,3.3,,0
719,2023,0,11,-2,5.9,5.3,9.5,7.52,5.625,7.095,5.0,7.0,4.7,,0
720,2022,0,9,-1,7.6,5.9,8.0,7.5,,7.083,5.0,7.3,7.8,,1
721,2022,0,8,0,7.6,8.1,9.5,7.5,,7.917,10.0,8.2,7.0,,0
721,2023,1,9,0,8.4,9.5,8.5,7.52,8.125,8.443333333,10.0,7.5,9.3,,1
722,2022,0,9,-1,8.1,8.1,10.0,4.4,,8.333,5.0,7.8,8.3,,1
722,2023,1,10,-1,6.4,9.6,8.5,2.52,8.125,8.67,5.0,4.5,8.2,,1
723,2022,0,8,0,5.5,6.6,10.0,8.1,,8.167,10.0,5.3,5.7,,1
724,2022,0,8,0,5.6,5.9,9.5,5.6,,8.0,10.0,2.9,8.3,,1
725,2022,0,8,0,5.0,5.9,8.0,8.1,,5.5,10.0,4.0,6.0,,1
725,2023,0,9,-1,8.4,9.0,9.5,7.52,8.125,8.113333333,5.0,8.1,8.7,,1
726,2022,0,7,0,4.4,7.5,10.0,7.5,,6.583,10.0,5.8,3.0,,1
726,2023,0,8,0,6.0,6.1,10.0,7.52,5.625,8.17,10.0,6.2,5.8,,1
727,2022,0,8,0,8.4,7.7,9.0,8.1,,6.75,10.0,9.3,7.4,,1
727,2023,0,9,-1,8.0,8.8,9.5,2.52,7.5,9.34,5.0,8.3,7.7,,1
728,2022,0,8,0,9.1,7.3,9.5,8.1,,8.167,10.0,9.3,8.9,,1
729,2022,0,8,0,8.1,8.7,10.0,8.1,,7.25,10.0,8.5,7.8,,1
729,2023,0,9,-1,8.6,9.1,8.0,3.77,6.5625,7.01,5.0,8.2,8.9,,1
730,2022,0,10,-2,8.3,8.2,10.0,8.8,,8.25,5.0,8.7,8.0,,1
730,2023,1,11,-1,7.8,8.7,10.0,5.02,9.53125,8.67,5.0,7.8,7.7,,1
731,2022,0,10,-2,7.3,8.5,9.0,6.9,,7.083,5.0,7.3,7.2,,1
731,2023,1,11,-1,6.8,7.6,8.5,3.14,7.5,7.45,5.0,6.2,7.3,,1
732,2022,0,9,-1,7.2,7.9,9.0,8.8,,7.5,5.0,7.5,6.8,,1
733,2022,0,9,-1,5.1,8.5,9.5,5.6,,6.917,5.0,6.0,4.2,,0
733,2023,1,10,0,6.2,8.7,10.0,7.52,8.333333333,8.893333333,10.0,4.3,8.0,,1
734,2022,0,10,-2,7.3,7.2,9.5,5.6,,7.417,5.0,8.0,6.5,,1
734,2023,1,11,-1,6.9,8.0,8.5,7.52,7.34375,7.446666667,5.0,6.8,7.0,,1
735,2022,0,10,-2,7.3,9.0,9.0,5.6,,8.583,5.0,7.8,6.7,,0
735,2023,1,11,-1,8.1,9.0,0.0,7.52,8.333333333,8.393333333,5.0,7.7,8.5,,1
736,2022,0,10,-2,5.4,8.5,9.0,5.6,,7.0,5.0,4.7,6.2,,0
736,2023,1,11,-1,6.7,9.5,8.5,6.27,7.708333333,8.11,5.0,4.8,8.5,,1
737,2022,0,9,-1,9.0,9.2,9.5,5.6,,9.167,5.0,8.5,9.5,,1
737,2023,1,10,0,7.5,7.8,9.5,7.52,7.291666667,7.783333333,10.0,7.0,8.0,,0
738,2022,0,8,0,5.7,8.1,8.5,5.6,,7.5,10.0,7.7,3.7,,0
738,2023,1,9,0,6.0,9.3,8.0,7.52,8.4375,8.336666667,10.0,4.2,7.8,,1
739,2022,0,8,0,5.9,7.3,6.4,5.6,,7.083,10.0,6.0,5.8,,1
739,2023,0,9,-1,7.6,8.3,9.0,7.52,6.25,8.25,5.0,7.3,7.8,,1
740,2022,0,9,-1,7.2,9.0,8.5,5.6,,7.5,5.0,7.3,7.0,,1
740,2023,0,10,-2,9.1,8.7,0.0,7.52,6.875,8.925,5.0,9.0,9.2,,1
741,2022,0,10,-2,6.3,8.4,9.5,5.6,,7.417,5.0,7.3,5.2,,1
741,2023,0,11,-2,5.1,6.9,9.5,4.39,5.625,7.095,5.0,4.2,6.0,,1
742,2022,0,9,-1,7.3,8.7,8.5,5.0,,7.5,5.0,8.3,6.2,,1
742,2023,0,10,-2,7.5,7.6,0.0,7.52,7.5,10.01,5.0,6.2,8.8,,1
743,2022,0,9,-1,4.8,7.9,10.0,5.6,,7.5,5.0,4.8,4.8,,1
743,2023,0,10,-2,7.1,9.1,0.0,3.77,7.5,9.01,5.0,7.3,6.8,,1
744,2022,0,8,0,6.2,9.7,9.5,5.6,,7.5,10.0,6.0,6.3,,1
745,2022,0,9,-1,8.1,8.5,9.0,5.6,,7.75,5.0,8.5,7.7,,1
745,2023,1,10,-1,7.0,9.3,9.5,3.77,8.125,8.893333333,5.0,5.7,8.2,,0
746,2022,0,8,0,7.2,9.1,8.0,5.6,,7.417,10.0,7.7,6.7,,1
746,2023,1,9,0,7.2,8.0,0.0,3.77,6.875,7.113333333,10.0,6.0,8.3,,1
747,2022,0,11,-2,8.8,7.6,10.0,7.5,,7.917,5.0,8.2,9.4,,1
747,2023,1,12,-1,3.1,8.0,10.0,3.14,6.041666667,6.94,5.0,1.2,5.0,,1
748,2022,0,9,-1,9.1,9.0,10.0,7.5,,8.25,5.0,9.6,8.6,,1
748,2023,0,10,-2,9.1,9.7,9.5,7.52,7.5,10.01,5.0,9.0,9.2,,1
749,2022,0,9,-1,8.8,7.7,9.5,7.5,,7.25,5.0,9.5,8.1,,1
749,2023,0,10,-1,7.3,9.0,10.0,7.52,5.625,8.425,5.0,7.3,7.3,,1
750,2022,0,10,-2,6.8,8.9,9.5,4.4,,5.167,5.0,7.1,6.4,,1
750,2023,0,11,-2,3.4,7.7,9.5,3.14,4.375,6.32,5.0,3.3,3.5,,1
751,2022,0,11,-2,3.8,5.8,8.5,7.5,,6.167,5.0,2.7,4.9,,1
752,2022,0,11,-2,9.5,9.0,10.0,7.5,,8.417,5.0,9.6,9.4,,1
752,2023,1,12,-1,6.4,9.9,9.5,7.52,7.65625,9.23,5.0,4.8,8.0,,1
753,2022,0,8,0,9.1,8.6,9.5,7.5,,8.417,10.0,9.4,8.8,,1
753,2023,0,9,-1,9.0,9.9,9.0,7.52,7.5,9.925,5.0,9.0,9.0,,1
754,2022,0,9,-1,7.9,5.8,10.0,4.4,,6.917,5.0,7.8,8.1,,1
754,2023,0,10,-2,5.6,6.1,9.5,2.52,6.875,6.67,5.0,5.7,5.4,,0
755,2022,0,8,0,9.5,9.2,9.5,6.9,,8.083,10.0,9.8,9.3,,1
755,2023,0,9,-1,9.2,9.5,10.0,7.52,7.5,10.01,5.0,9.2,9.2,,0
756,2022,0,9,-1,5.7,7.9,10.0,7.5,,7.25,5.0,5.6,5.8,,1
756,2023,0,10,-2,6.1,8.7,10.0,7.52,5.625,6.59,5.0,5.4,6.8,,1
757,2022,0,9,-1,9.7,9.3,9.5,7.5,,8.5,5.0,9.9,9.6,,1
757,2023,0,10,-2,9.3,9.6,9.0,7.52,7.5,10.01,5.0,9.5,9.0,,1
758,2022,0,9,-1,8.1,9.1,9.0,7.5,,8.333,5.0,8.0,8.2,,1
759,2022,0,10,-2,7.5,8.6,9.0,7.5,,7.833,5.0,8.3,6.7,,1
760,2022,0,11,-2,8.8,9.2,9.0,7.5,,8.917,5.0,9.3,8.2,,1
760,2023,2,12,-1,6.3,8.8,0.0,7.52,7.083333333,7.84,5.0,5.8,6.8,,1
761,2022,0,9,-1,8.2,9.4,10.0,7.5,,8.25,5.0,8.8,7.5,,0
761,2023,1,10,-1,8.4,9.7,9.0,7.52,8.333333333,8.12,5.0,8.7,8.0,,1
762,2022,0,12,-3,6.7,9.7,10.0,7.5,,7.083,2.5,7.3,6.0,,1
762,2023,1,13,-2,5.8,9.1,10.0,3.14,7.8125,7.67,5.0,6.2,5.3,,1
763,2022,0,10,-2,6.5,9.7,9.5,7.5,,7.167,5.0,6.3,6.7,,1
763,2023,0,11,-2,7.9,9.2,0.0,3.14,6.875,9.0,5.0,7.8,8.0,,1
764,2022,0,8,0,7.5,8.8,9.0,7.5,,7.667,10.0,7.2,7.8,,0
764,2023,1,9,0,7.8,9.2,0.0,7.52,8.28125,8.56,10.0,6.0,9.5,,1
765,2022,0,9,-1,4.3,9.3,8.5,7.5,,7.417,5.0,5.0,3.7,,1
766,2022,0,11,-2,8.7,9.5,10.0,7.5,,8.333,5.0,8.5,8.8,,1
766,2023,1,11,-1,8.7,8.7,10.0,4.39,9.21875,8.336666667,5.0,9.2,8.2,,1
767,2022,0,10,-2,7.0,9.0,9.5,7.5,,7.583,5.0,7.3,6.7,,1
767,2023,1,11,-1,6.3,8.3,10.0,7.52,7.291666667,7.446666667,5.0,6.5,6.0,,1
768,2022,0,10,-2,7.1,10.0,9.0,7.5,,7.583,5.0,7.0,7.2,,1
768,2023,0,11,-2,7.9,9.1,10.0,7.52,7.5,10.01,5.0,8.0,7.8,,1
769,2022,0,9,-1,7.9,7.5,10.0,7.5,,8.5,5.0,9.6,6.2,,1
769,2023,0,10,-2,8.0,9.3,10.0,3.77,7.8125,8.675,5.0,8.2,7.8,,1
770,2022,0,7,0,8.3,8.9,9.5,7.5,,7.333,10.0,8.5,8.1,,1
770,2023,0,8,0,5.9,8.3,0.0,3.77,6.875,8.92,10.0,6.0,5.7,,1
771,2022,0,7,0,7.0,8.3,10.0,7.5,,7.5,10.0,7.2,6.9,,0
771,2023,0,8,0,8.2,8.8,0.0,3.14,6.25,8.585,10.0,8.2,8.2,,1
772,2022,0,11,-2,9.2,5.4,9.0,7.5,,7.25,5.0,9.3,9.2,,1
772,2023,1,12,-2,4.8,7.2,0.0,7.52,6.875,8.003333333,5.0,5.2,4.3,,1
773,2022,0,9,-1,8.1,6.8,10.0,5.0,,7.083,5.0,9.3,6.8,,1
773,2023,0,10,-1,7.9,7.5,10.0,2.52,5.625,7.67,5.0,8.0,7.8,,1
774,2022,0,8,0,6.1,7.8,10.0,7.5,,7.417,10.0,7.8,4.4,,1
774,2023,0,9,-1,6.9,9.5,0.0,3.14,5.0,6.34,5.0,7.7,6.0,,1
775,2022,0,10,-2,5.7,5.7,7.9,4.4,,6.417,5.0,5.5,5.8,,1
776,2022,0,9,-1,1.7,4.3,0.0,4.4,,6.333,5.0,0.0,3.3,,0
776,2023,1,10,-1,3.5,7.0,0.0,7.52,7.8125,7.223333333,5.0,4.2,2.7,,1
777,2022,0,8,0,5.3,7.7,8.0,7.5,,7.0,10.0,6.5,4.0,,0
777,2023,1,9,0,6.3,9.3,0.0,7.52,8.28125,8.84,10.0,5.3,7.3,,1
778,2022,0,9,-1,7.1,6.7,10.0,7.5,,8.833,5.0,6.0,8.2,,0
778,2023,1,10,-1,8.2,7.9,8.5,7.52,8.90625,8.62,5.0,7.3,9.0,,1
779,2022,0,10,-2,2.6,5.0,9.5,7.5,,7.083,5.0,2.2,3.0,,1
780,2022,0,9,-1,6.9,7.6,8.0,7.5,,7.167,5.0,6.3,7.5,,1
780,2023,0,10,-2,8.3,8.8,9.5,3.14,8.75,8.675,5.0,8.0,8.5,,1
781,2022,0,9,-1,8.3,8.9,10.0,7.5,,7.75,5.0,8.0,8.5,,1
781,2023,1,10,-1,7.9,9.8,7.5,7.52,8.4375,9.116666667,5.0,7.0,8.8,,1
782,2022,0,8,0,6.0,8.4,9.5,7.5,,7.0,10.0,5.7,6.3,,1
782,2023,0,9,-1,7.5,9.8,8.5,2.52,7.5,9.345,5.0,8.3,6.7,,1
783,2022,0,8,0,6.0,5.8,9.5,7.5,,6.917,10.0,4.7,7.3,,1
783,2023,0,9,-1,8.9,6.8,9.5,3.77,7.5,7.925,5.0,9.0,8.7,,1
784,2022,0,9,-1,8.2,10.0,9.5,7.5,,9.25,5.0,7.8,8.5,,1
784,2023,1,10,-1,7.3,9.5,10.0,7.52,8.125,8.783333333,5.0,6.5,8.0,,0
785,2022,0,9,-1,8.4,8.6,9.0,7.5,,7.667,5.0,8.8,8.0,,1
785,2023,1,10,-1,8.8,8.5,9.0,7.52,7.916666667,8.67,5.0,8.2,9.4,,0
786,2022,0,11,-2,6.1,9.5,9.0,5.6,,7.167,5.0,6.3,5.8,,1
787,2022,0,8,0,3.4,9.5,8.5,7.5,,7.25,10.0,4.2,2.7,,1
787,2023,0,9,-1,5.9,9.8,9.0,7.52,5.625,8.34,5.0,6.0,5.8,,1
788,2022,0,8,0,8.0,9.3,10.0,5.6,,8.667,10.0,7.8,8.2,,1
788,2023,1,9,0,6.9,9.8,7.9,2.52,7.65625,8.283333333,10.0,6.0,7.8,,1
789,2022,0,7,0,4.2,9.4,9.0,7.5,,7.417,10.0,3.7,4.7,,0
789,2023,0,8,0,7.9,9.5,0.0,7.52,7.5,10.01,10.0,8.5,7.2,,1
790,2022,0,11,-2,7.8,8.9,9.0,7.5,,7.417,5.0,8.5,7.2,,1
790,2023,1,12,-2,7.4,8.1,0.0,7.52,7.083333333,8.286666667,5.0,7.2,7.5,,1
791,2022,0,11,-2,6.5,8.7,9.5,7.5,,8.5,5.0,6.3,6.7,,1
791,2023,1,12,-2,5.3,8.1,0.0,7.52,7.8125,7.723333333,5.0,6.0,4.5,,1
792,2022,0,9,-1,6.2,8.0,9.5,7.5,,7.167,5.0,6.5,5.8,,1
792,2023,0,10,-2,7.2,7.7,9.0,7.52,6.875,9.085,5.0,6.8,7.5,,1
793,2022,0,10,-2,6.0,7.6,9.5,7.5,,7.333,5.0,6.0,6.0,,1
794,2022,0,8,0,4.1,8.9,9.5,7.5,,7.333,10.0,3.7,4.5,,1
794,2023,0,9,-1,6.2,9.2,9.0,7.52,7.5,10.01,5.0,5.2,7.2,,1
795,2022,0,8,0,7.3,9.7,9.0,7.5,,7.333,10.0,8.0,6.5,,1
795,2023,0,9,-1,8.2,9.6,9.0,7.52,7.5,10.01,5.0,8.7,7.7,,0
796,2022,0,10,-2,5.4,9.3,9.5,7.5,,7.667,5.0,5.8,5.0,,0
796,2023,1,11,-1,5.5,9.8,9.0,6.27,7.083333333,8.336666667,5.0,5.0,6.0,,1
797,2022,0,10,-2,7.3,8.5,9.0,7.5,,7.5,5.0,8.2,6.5,,0
797,2023,1,11,-1,7.5,8.6,8.5,7.52,6.041666667,7.233333333,5.0,7.0,8.0,,1
798,2022,0,10,-2,6.3,8.3,8.0,7.5,,7.667,5.0,7.0,5.7,,1
798,2023,1,11,-1,6.1,8.1,9.0,7.52,6.458333333,6.95,5.0,4.3,7.8,,1
799,2022,0,10,-2,7.8,9.6,8.0,7.5,,7.917,5.0,8.5,7.2,,0
799,2023,1,11,-1,8.3,9.6,9.5,5.64,8.333333333,8.17,5.0,7.8,8.8,,1
800,2022,0,8,0,6.1,5.4,8.0,7.5,,7.5,10.0,6.3,5.8,,1
801,2022,0,9,-1,6.8,6.6,7.0,7.5,,7.5,5.0,7.2,6.3,,0
801,2023,1,10,0,7.6,7.5,0.0,7.52,6.875,7.12,10.0,6.8,8.3,,1
802,2022,0,9,-1,8.3,9.0,9.0,7.5,,8.333,5.0,9.0,7.5,,0
802,2023,1,10,-1,9.4,9.3,8.0,7.52,8.333333333,7.506666667,5.0,9.3,9.5,,1
803,2022,0,10,-2,6.3,7.2,10.0,7.5,,7.417,5.0,6.5,6.0,,1
804,2022,0,10,-2,4.8,8.4,10.0,6.3,,7.667,5.0,5.5,4.0,,0
804,2023,1,11,-1,6.9,8.6,10.0,6.27,5.833333333,7.173333333,5.0,6.2,7.5,,1
805,2022,0,8,0,8.8,9.0,9.5,7.5,,7.333,10.0,8.7,8.9,,1
805,2023,0,9,-1,6.8,9.1,0.0,7.52,6.25,7.175,5.0,6.8,6.8,,1
806,2022,0,8,0,6.6,7.3,9.5,7.5,,7.917,10.0,5.0,8.2,,1
806,2023,0,9,-1,7.8,8.3,8.5,6.27,6.875,7.095,5.0,7.8,7.7,,1
807,2022,0,8,0,9.0,8.7,9.5,6.3,,7.5,10.0,9.5,8.6,,1
807,2023,0,9,-1,8.0,9.1,9.5,7.52,6.25,8.08,5.0,8.3,7.7,,1
808,2022,0,8,0,9.3,9.1,10.0,6.3,,8.0,10.0,9.7,8.8,,1
808,2023,0,9,-1,8.7,10.0,10.0,2.52,7.5,9.755,5.0,8.7,8.7,,0
809,2022,0,7,0,6.3,6.6,10.0,6.3,,7.417,10.0,5.5,7.1,,1
810,2022,0,8,0,9.6,9.1,8.5,5.0,,7.25,10.0,9.7,9.5,,1
